t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1708334489.6873372	-0.001	0.0	0.0	-1.35	1.24	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.43	0.13	-0.02	-0.06
1708334489.8268685	-0.001	0.0	0.0	-1.34	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.42	-0.04	0.0	0.0
1708334489.9764516	-0.001	0.0	0.0	-1.35	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.4	-0.1	0.09	0.03
1708334490.1308212	-0.001	0.0	0.0	-1.37	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.26	-10.42	-0.11	-0.03	-0.05
1708334490.2841873	-0.001	0.0	0.0	-1.36	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	0.0	0.2	0.02
1708334490.4390323	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.24	0.24	-10.42	-0.14	-0.03	-0.14
1708334490.5828812	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.42	0.06	0.01	0.08
1708334490.7283854	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.44	-0.06	0.07	-0.07
1708334490.8665533	-0.001	0.0	0.0	-1.3800000000000001	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	-0.03	-0.14	0.17
1708334491.0231812	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.4	-0.04	0.09	-0.08
